2026-07-03 10:15:57.214 [main] INFO  com.example.EndProjectApplication-Starting EndProjectApplication using Java 23.0.2 with PID 39404 (D:\study\Spring实训大作业\web-end-project\end-project\target\classes started by ssfeng in D:\study\Spring实训大作业\web-end-project\end-project)
2026-07-03 10:17:57.353 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.370 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.377 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.394 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.408 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.434 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.451 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.471 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.479 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.501 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.520 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.540 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.560 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.578 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.584 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.606 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.625 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.644 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.667 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.690 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.709 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.728 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.748 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.755 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.773 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.796 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.819 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.826 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.849 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.869 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.890 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.898 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.919 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.955 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.991 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.000 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.021 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.029 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.051 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.060 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.083 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.105 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.130 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.154 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.176 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.197 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.220 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.244 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.268 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.290 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.312 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.321 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.344 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.368 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.400 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.408 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.435 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.458 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.484 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.507 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.517 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.560 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.582 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.626 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.656 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.724 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:58.849 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:59.096 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:59.125 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:59.629 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:59.881 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:00.300 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:00.310 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:00.596 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:00.783 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.021 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.205 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.245 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.346 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.402 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.407 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.435 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.452 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.467 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.479 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.499 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.516 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.539 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.544 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.564 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.585 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.605 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.619 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.634 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.659 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.664 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.682 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.696 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.708 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.721 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.724 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.739 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.752 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.765 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.776 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.788 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.799 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.809 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.819 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.830 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.833 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.845 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.855 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.871 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.875 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.886 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.896 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.905 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.915 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.919 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.930 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.935 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.944 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.954 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.964 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.968 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.980 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.984 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:01.996 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.000 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.010 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.014 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.025 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.029 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.040 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.044 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.055 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.059 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.071 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.081 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.093 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.097 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.116 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.127 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.141 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.145 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.159 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.170 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.182 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.185 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.198 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.202 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.214 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.219 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.237 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.254 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.269 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.285 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.296 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.309 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.312 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.325 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.337 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.349 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.354 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.367 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.380 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.393 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.397 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.410 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.414 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.429 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.434 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.449 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.462 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.475 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.480 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.494 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.507 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.521 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.525 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.540 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.555 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.568 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.572 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.588 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.592 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.604 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.608 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.622 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.634 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.655 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.662 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.678 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.692 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.707 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.714 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.729 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.745 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.761 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.768 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.785 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.802 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.820 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.836 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.842 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.859 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.875 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.891 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.921 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.927 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.942 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.959 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.977 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:02.985 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.003 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.021 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.039 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.057 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.063 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.082 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.101 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.119 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.126 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.145 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.164 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:18:03.182 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
